2026-04-11 20:21:40.686860: E external/local_xla/xla/stream_executor/cuda/cuda_fft.cc:467] Unable to register cuFFT factory: Attempting to register factory for plugin cuFFT when one has already been registered
WARNING: All log messages before absl::InitializeLog() is called are written to STDERR
E0000 00:00:1775938900.708604    9150 cuda_dnn.cc:8579] Unable to register cuDNN factory: Attempting to register factory for plugin cuDNN when one has already been registered
E0000 00:00:1775938900.717085    9150 cuda_blas.cc:1407] Unable to register cuBLAS factory: Attempting to register factory for plugin cuBLAS when one has already been registered
W0000 00:00:1775938900.734410    9150 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.
W0000 00:00:1775938900.734443    9150 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.
W0000 00:00:1775938900.734513    9150 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.
W0000 00:00:1775938900.734544    9150 computation_placer.cc:177] computation placer already registered. Please check linkage and avoid linking the same target more than once.
Starting 3m MAPPO Baseline...
Step  1032192 | Return:       1.66 | Win Rate:  0.70 | Loss:     0.0236 | Ent:   0.1226 | GradN(actor/critic):   0.1373/  0.3621 | pair_cos(all/ff/nff):  0.5585/ 0.5766/ 0.5451 | ff_frac: 0.4263
Step  1048576 | Return:       1.62 | Win Rate:  0.67 | Loss:     0.0235 | Ent:   0.1192 | GradN(actor/critic):   0.1316/  0.2161 | pair_cos(all/ff/nff):  0.5421/ 0.5583/ 0.5300 | ff_frac: 0.4274
Step  1064960 | Return:       1.63 | Win Rate:  0.67 | Loss:     0.0219 | Ent:   0.1138 | GradN(actor/critic):   0.1057/  0.2223 | pair_cos(all/ff/nff):  0.5461/ 0.5615/ 0.5347 | ff_frac: 0.4248
Step  1081344 | Return:       1.65 | Win Rate:  0.70 | Loss:     0.0217 | Ent:   0.1149 | GradN(actor/critic):   0.1228/  0.2672 | pair_cos(all/ff/nff):  0.5524/ 0.5687/ 0.5400 | ff_frac: 0.4319
Step  1097728 | Return:       1.66 | Win Rate:  0.70 | Loss:     0.0220 | Ent:   0.1185 | GradN(actor/critic):   0.1233/  0.2405 | pair_cos(all/ff/nff):  0.5600/ 0.5783/ 0.5463 | ff_frac: 0.4285
Step  1114112 | Return:       1.66 | Win Rate:  0.70 | Loss:     0.0213 | Ent:   0.1154 | GradN(actor/critic):   0.0936/  0.2512 | pair_cos(all/ff/nff):  0.5496/ 0.5668/ 0.5368 | ff_frac: 0.4272
Step  1130496 | Return:       1.64 | Win Rate:  0.69 | Loss:     0.0221 | Ent:   0.1163 | GradN(actor/critic):   0.0765/  0.2832 | pair_cos(all/ff/nff):  0.5629/ 0.5879/ 0.5442 | ff_frac: 0.4283
Step  1146880 | Return:       1.66 | Win Rate:  0.70 | Loss:     0.0225 | Ent:   0.1130 | GradN(actor/critic):   0.2114/  0.1861 | pair_cos(all/ff/nff):  0.5678/ 0.5885/ 0.5523 | ff_frac: 0.4272
Step  1163264 | Return:       1.69 | Win Rate:  0.72 | Loss:     0.0223 | Ent:   0.1104 | GradN(actor/critic):   0.1558/  0.3052 | pair_cos(all/ff/nff):  0.5635/ 0.5825/ 0.5488 | ff_frac: 0.4382
Step  1179648 | Return:       1.64 | Win Rate:  0.68 | Loss:     0.0238 | Ent:   0.1082 | GradN(actor/critic):   0.1178/  0.3082 | pair_cos(all/ff/nff):  0.5658/ 0.5883/ 0.5493 | ff_frac: 0.4238
